Lote,Temperatura_Fermentación,pH,Densidad,Alcohol_%,Tiempo_Fermentación_horas,Calidad_Final
1,25.993428306022466,3.9964515808538335,1.0534828624766683,4.009714016219797,45.640712258493,Alta
2,24.72347139765763,4.108350161083904,1.0528332359253567,4.472507176531564,53.063512355078004,Alta
3,26.295377076201383,4.020785681686458,1.040634801541945,4.706485796853707,47.00906576348841,Baja
4,28.04605971281605,4.233125414083836,1.0557958422176374,5.074834455462346,48.4528463235882,Baja
5,24.531693250553328,4.559153559438574,1.0350991732442338,5.5120811633034394,51.586953033188585,Alta
6,24.53172608610164,3.9686873528576387,1.0434581567423968,5.347067971685882,47.7051829657553,Alta
7,28.158425631014783,4.500246149330525,1.030009121871022,4.410337600776257,38.91076070835071,Alta
8,26.534869458305817,3.965498378295934,1.0655862651696282,4.814143868917173,53.20293752276774,Media
9,24.061051228130097,3.945711836250935,1.047684505060547,5.038187794351283,54.27464414957526,Alta
10,26.08512008717193,4.445578385502964,1.0716688403481631,4.86889643777675,38.84441954199778,Alta
11,24.073164614375074,4.476580913402286,1.058029499265195,4.865352387065853,42.78354397169231,Alta
12,24.068540492859487,4.455422981028796,1.0544809821335104,4.1386283376728645,58.119398087427555,Baja
13,25.48392454313207,3.8052607775345577,1.04413772305719,4.42363292443018,49.16017339251956,Alta
14,21.173439510684403,4.060214706578385,1.0395364996431258,4.798530075430364,48.017756366351826,Alta
15,21.550164334973935,4.446896577600997,1.0552297157389694,3.453387162527419,45.86808296475215,Media
16,23.875424941518055,4.2124625521691685,1.0492848599072702,5.3203221600049275,42.84648674571683,Alta
17,22.974337759331153,3.877892146140761,1.036607296845147,4.313660450144465,47.02791178846808,Media
18,25.628494665190548,4.337495381737632,1.0348314158349168,5.343419066632569,52.87211369582855,Alta
19,23.183951848957577,3.985557822302559,1.0404129627085643,5.299458002235455,47.92161020309501,Alta
20,22.175392597329417,4.738357454517664,1.0682096722526624,4.728153478443808,51.05142042946524,Media
21,27.931297537843108,4.663452438725478,1.0721327791801132,5.5002741628507685,56.828535742532814,Alta
22,24.54844739902693,4.381229227906671,1.0520498914730891,5.371598672462467,45.09760909776904,Alta
23,25.13505640937585,4.608302011430932,1.051489427962413,4.84551926458268,49.51437450329221,Alta
24,22.150503627573087,4.219437405037015,1.046636796281705,4.789120192404151,53.02196780467839,Baja
25,23.911234550949636,4.429631248312505,1.040655146516905,5.548616392832178,43.335481832667014,Media
26,25.22184517941973,4.643316088590622,1.0637517905760725,5.116006919703832,48.89026414032902,Alta
27,22.698012845155393,4.273649604538294,1.0687357639389714,5.522348584184071,57.36162262313181,Alta
28,25.751396036691343,4.123443848545715,1.0410658091416072,3.8055129628236317,46.29874809770092,Alta
29,23.79872262016239,3.6886134125468653,1.049171616215754,5.049242548509731,53.341732690018944,Alta
30,24.416612500413446,4.175059942283552,1.0455013369928983,4.211295456515313,47.29431561395114,Alta
31,23.796586775541208,4.447026955368694,1.0457976092513503,4.987105746256619,56.997935086584945,Alta
32,28.704556369017876,4.483690028270289,1.0618590825542986,5.356910104172942,39.772660555814475,Media
33,24.97300555052413,4.351309519715523,1.0368803845463388,5.869570072874551,48.32478095505142,Alta
34,22.8845781420882,4.037610271511328,1.0546646969093632,4.5309166357814075,40.60572652427055,Alta
35,26.645089824206377,3.606953529315723,1.0572823810730587,4.737147597349009,44.49561591859553,Alta
36,22.558312700057954,4.051435470598579,1.048578488263982,4.952233546462232,44.465906073524025,Alta
37,25.41772719000951,4.108696538683815,1.0589306782698678,4.512734449269055,46.66521846433073,Alta
38,21.08065975224045,4.106121309842996,1.0514765184053745,5.489279864394629,42.0585432465234,Alta
39,22.34362790220314,4.385566907093377,1.062171299211561,4.964952727317188,47.64130221220244,Alta
40,25.393722471738247,4.795702923304452,1.0347779469507414,5.060978511688023,50.30233252240589,Alta
41,26.47693315999082,4.237058760552328,1.0465122473899313,5.310086563387079,40.34048433689217,Alta
42,25.34273656237994,4.134980463253061,1.0492818685714898,4.964144241812296,44.82533754985264,Alta
43,24.768703435223518,4.122233456098773,1.0232779261552865,4.591230435912068,60.704960663815115,Alta
44,24.397792608821423,4.237315430072314,1.0391404726642146,4.9684898808507665,49.64618569432925,Alta
45,22.042956019265144,3.9515118718954807,1.0418640074564123,4.571909320243305,38.91129397909116,Alta
46,23.560311583210584,4.236059567623816,1.0594820599482335,5.053990444558243,40.99767067620106,Media
47,24.078722458080424,4.33524370089954,1.0429315665368541,5.498468860400898,49.129521226864306,Alta
48,27.11424445243783,4.262905819072347,1.0418192101269403,4.412510853863834,48.50333019287119,Baja
49,25.687236579136922,4.337262580201434,1.058174857806562,4.233814499278954,45.0627859914956,Alta
50,21.47391968927453,4.330124282804561,1.0338208935420996,5.024624967959837,58.96657478443988,Alta
51,25.64816793878959,3.668430995326067,1.0292875593255644,4.616100191628047,61.09364410434327,Alta
52,24.229835439167367,4.391061047518621,1.0463840769993067,5.015872637205985,46.67808320075138,Alta
53,23.646155999388082,3.998695546301264,1.0355229323192165,5.16020176030485,52.36478432963369,Alta
54,26.223352577681737,3.871248251098813,1.0359032070534036,3.9281568855357305,52.615830856605015,Alta
55,27.0619990449919,3.868664451643501,1.0557343379168798,5.344924713829271,53.27936569738789,Media
56,26.862560238232398,4.330062483141759,1.0587597383791258,4.415165748522376,44.79957339113048,Media
57,23.321564953554724,4.133227521832544,1.0578886421585212,4.988826024717655,57.69724608610269,Alta
58,24.381575248297573,3.695409364804377,1.0610877666030725,4.670308832280785,47.65701401882795,Alta
59,25.662526862807127,4.343411344557685,1.062411343200148,4.724021492607853,50.109960405125555,Alta
60,26.95109025424472,3.768117560760352,1.0287140979117306,5.846978969808994,48.01021755114155,Alta
61,24.04165152430942,4.241946407555464,1.0545041195992948,5.15963376039783,47.30156913850621,Alta
62,24.628682046672367,4.271549677701916,1.0447039180043045,5.452344201476795,49.3920222996893,Alta
63,22.787330051987944,4.4656731245085135,1.0425257575400957,5.075470677101372,42.070572131032414,Alta
64,22.60758675183866,4.734505435940056,1.055604146322087,5.3100067873274766,38.14423490413175,Alta
65,26.625051644788396,3.790597102229838,1.0326970452010424,5.208689181071726,46.93309761993137,Alta
66,27.712480057141647,4.1842578431810855,1.032488913941277,5.127228072343413,43.59786181538365,Alta
67,24.855979756839332,4.117099411486735,1.0563357274408172,5.55357795458234,50.7375183899332,Alta
68,27.007065795784047,4.3301249057882885,1.054877860175109,5.078252726922135,50.168950793558245,Alta
69,25.723272050095268,4.2647006312800855,1.0513673265587151,6.142574286108853,48.06740009848351,Alta
70,23.70976049078975,4.094236127179014,1.0412008659527687,5.4802657864062185,55.40787395277192,Alta
71,25.722791211016826,4.067729343416744,1.0574382963458213,4.430229651130155,47.96886160568515,Alta
72,28.07607313293194,3.865064743444786,1.0568030289206047,4.911725145508509,40.70924578527052,Alta
73,24.928347921780098,4.496358474721953,1.0508530451504745,5.198538799745334,46.881778791727925,Alta
74,28.129287311628012,4.337761254479859,1.0382267895873023,5.0222484178560185,53.85483883427505,Alta
75,19.76050979182051,4.475330459338541,1.045747516542705,5.343436709486084,38.578726635197285,Alta
76,26.643805008750448,4.106881159057346,1.0583783367752444,5.398508352416937,47.52981836475012,Alta
77,25.17409413647634,4.002949359391671,1.0632719122280179,4.320206507100518,50.87731017279478,Alta
78,24.401985299068265,3.876505480011232,1.0467346339662367,5.640538772358247,61.26121167263892,Alta
79,25.183521553071003,4.307675275122198,1.0475032703219174,4.751591267256978,54.04128818463803,Alta
80,21.024862170798215,3.8880620326415296,1.0483831089197495,4.702047747067621,48.66308191682243,Media
81,24.560656224324976,4.754598920689965,1.0527489300891097,4.70043880364723,50.60379613173473,Alta
82,25.714225143023494,3.807707225671968,1.0441893269993998,5.404288202995292,38.511523198575375,Alta
83,27.955788089483033,4.282098035763751,1.0210581494242843,4.866466150926107,42.75138907047019,Alta
84,23.963459563452705,4.670056412164136,1.061927690016471,4.668224177831147,51.25477835555315,Alta
85,23.383012794213624,4.379726927779143,1.0679468894716255,4.788020421278231,48.80583698328159,Alta
86,23.996485912830927,4.252702113747534,1.043876001403943,4.102654170542062,49.443705932986965,Alta
87,26.83080423540415,3.9094549059114314,1.0393334663108122,4.578918118024257,48.1705732683868,Alta
88,25.65750221931937,3.785469243429689,1.0486289947760978,4.38020822567345,47.974545512092426,Alta
89,23.940479592465923,4.431015032675276,1.0481249611627124,4.865415334752054,48.51465324239398,Media
90,26.02653486622671,4.651844172232484,1.0599551857716296,5.332096635136796,42.71982407867597,Baja
91,25.19415509869608,4.068345002856549,1.0505463944164504,5.276937950466613,46.85536513827534,Alta
92,26.937289981065778,3.858281547715095,1.0420737716962882,5.628375248773292,41.77947684285579,Media
93,23.595893812245293,3.4625491708352945,1.0368159054944195,5.516987908648311,44.90201771630879,Alta
94,24.344675706804463,3.905770546901239,1.0586563418481967,4.735701642540811,53.979525046022665,Alta
95,24.215783693735684,4.165902947250288,1.0559951124116425,5.009535700376857,47.096238447512185,Alta
96,22.072970103735763,4.67973697225102,1.0606055987809182,4.983721952889291,50.97919737640404,Baja
97,25.59224055412915,4.4019401076698905,1.040318132492789,3.9244736586390565,48.57647277056275,Alta
98,25.52211054435978,4.291525621412026,1.0683843689952834,4.391370231545128,46.07554166553363,Alta
99,25.01022691328492,4.079964101609661,1.0325630549294276,4.916356661424444,42.95715646695788,Media
100,24.530825733249706,4.025050284823213,1.0570960102140148,4.913551782429596,45.99972173795321,Alta
101,22.169258515899173,4.621694279252389,1.030904172328031,5.256162527102584,48.915892229902624,Alta
102,24.15870935446928,4.2602215622275175,1.0420966861830154,5.231820814767924,50.9007672206213,Media
103,24.314570966946462,3.5692197924236937,1.0656102293044796,4.114653748950133,48.61168432278643,Alta
104,23.39544546155676,3.997938105630827,1.05831364254476,5.259298367228765,51.247401589728554,Alta
105,24.67742857666798,3.942535190468512,1.0445377958451283,5.089293603226882,40.39914948720147,Alta
106,25.80810171362908,4.0361207972467605,1.044811629571783,5.3116865908223145,52.33331278791751,Alta
107,28.77237180242106,4.3688731980855255,1.0510062211083544,5.533432793820794,42.35871829649023,Media
108,25.349155625663677,4.167766535461725,1.0551414099076073,4.928558513606014,52.91752308579011,Baja
109,25.51510078144553,4.176940377898902,1.062515793826827,5.62279411849004,50.51202921706422,Alta
110,24.851108168467665,4.594041948397571,1.045437659953915,4.555299773053477,38.64905218927517,Alta
111,21.162457569401916,3.9910616730639936,1.033882149365128,4.52713093981389,51.68481412092465,Alta
112,24.946972249101567,4.759259857766205,1.0515696862704877,5.214386095067771,52.975486699164556,Alta
113,25.120460419882054,3.9986077225886745,1.045425691624916,4.81561622734741,54.28939230172953,Alta
114,29.926484224970572,4.226759458983771,1.0369936629525156,5.1308162823094845,44.15700857946989,Media
115,24.615278070437753,4.11563892137917,1.052976689153128,5.996491059922246,48.89705421035263,Media
116,25.603094684667226,4.237025740050289,1.0478688624590722,5.196747536751988,51.472246915243545,Alta
117,24.930576460589513,4.333377598521939,1.053065122064698,5.1060847694320595,51.681634337060395,Alta
118,22.662643924760935,4.330150572026663,1.0410555579981282,4.565389810674076,50.04760380931484,Alta
119,27.285645629030043,3.974064800813826,1.054867105303255,4.150010096687827,45.86681878271689,Alta
120,26.503866065373547,3.863125596765729,1.0368290180324502,4.963726692363244,52.93971877054574,Baja
121,26.582063894086094,4.950951537271713,1.0417226861030342,5.533435123304098,52.96909983407258,Alta
122,23.18122509041052,4.054804698119835,1.0475708576891272,4.838530996469663,47.228608469516985,Alta
