Lote,Temperatura_Fermentación,pH,Densidad,Alcohol_%,Tiempo_Fermentación_horas,Calidad_Final
1.0,25.993428306022462,3.9964515808538335,1.0534828624766683,4.009714016219797,45.640712258493,Nuevo_4
2.0,24.72347139765763,4.108350161083904,1.0528332359253567,4.472507176531564,53.063512355078,Nuevo_2
3.0,26.295377076201383,4.020785681686458,1.040634801541945,4.706485796853707,47.00906576348841,Baja
4.0,28.04605971281605,4.233125414083836,1.0557958422176374,5.074834455462346,48.4528463235882,Media
5.0,24.531693250553328,4.559153559438574,1.0350991732442338,5.51208116330344,51.586953033188585,Baja
6.0,24.53172608610164,3.968687352857639,1.0434581567423968,5.347067971685882,47.7051829657553,Nuevo_4
7.0,28.158425631014783,4.500246149330525,1.030009121871022,4.410337600776257,38.91076070835071,Nuevo_3
8.0,26.534869458305817,3.965498378295934,1.0655862651696282,4.814143868917173,53.20293752276774,Baja
9.0,24.061051228130097,3.945711836250935,1.047684505060547,5.038187794351283,54.27464414957526,Nuevo_5
10.0,26.08512008717193,4.445578385502964,,4.86889643777675,38.84441954199778,Nuevo_1
11.0,24.073164614375077,4.476580913402286,,4.865352387065853,42.78354397169231,Media
12.0,24.068540492859487,4.455422981028796,1.0544809821335104,4.1386283376728645,58.11939808742756,Baja
13.0,25.48392454313207,3.8052607775345577,1.04413772305719,4.42363292443018,49.16017339251956,Nuevo_3
14.0,21.173439510684403,4.060214706578385,1.0395364996431258,4.798530075430364,48.01775636635183,Baja
,21.550164334973932,4.446896577600997,,3.453387162527419,45.86808296475215,Alta
16.0,23.87542494151805,4.2124625521691685,1.0492848599072702,5.320322160004928,42.84648674571683,Nuevo_5
17.0,22.974337759331156,3.877892146140761,1.036607296845147,4.313660450144465,47.02791178846808,Nuevo_5
18.0,25.628494665190548,4.337495381737632,1.0348314158349168,5.343419066632569,52.87211369582855,Nuevo_1
19.0,23.183951848957577,3.985557822302559,1.0404129627085643,5.299458002235455,47.92161020309501,Baja
20.0,22.175392597329417,4.738357454517664,1.0682096722526624,4.728153478443808,51.05142042946524,Baja
21.0,27.931297537843108,4.663452438725478,,5.5002741628507685,56.828535742532814,Alta
22.0,24.54844739902693,4.381229227906671,1.0520498914730891,5.371598672462467,45.09760909776904,Alta
23.0,25.13505640937585,4.608302011430932,1.051489427962413,4.84551926458268,49.51437450329221,Alta
24.0,22.150503627573087,4.219437405037015,,4.789120192404151,53.02196780467839,Nuevo_3
25.0,23.91123455094964,,1.040655146516905,5.548616392832178,43.33548183266701,Baja
26.0,25.22184517941973,4.643316088590622,1.0637517905760725,5.116006919703832,48.89026414032902,Alta
27.0,22.698012845155397,,1.0687357639389714,5.522348584184071,57.36162262313181,Baja
28.0,25.751396036691343,4.123443848545715,1.0410658091416072,3.805512962823632,46.29874809770092,Nuevo_4
29.0,23.79872262016239,3.688613412546865,1.049171616215754,5.049242548509731,53.341732690018944,Nuevo_4
,24.416612500413446,4.175059942283552,1.0455013369928985,4.211295456515313,47.29431561395114,Baja
31.0,23.796586775541208,4.447026955368694,1.0457976092513503,4.987105746256619,56.99793508658495,Alta
32.0,28.70455636901788,4.483690028270289,1.0618590825542986,5.356910104172942,39.77266055581448,Nuevo_5
33.0,24.97300555052413,4.351309519715523,1.0368803845463388,5.869570072874551,48.32478095505142,Alta
34.0,22.8845781420882,4.037610271511328,1.0546646969093632,4.530916635781408,40.60572652427055,Media
35.0,26.645089824206377,3.606953529315723,1.0572823810730587,4.737147597349009,44.49561591859553,Alta
,22.558312700057957,4.051435470598579,1.048578488263982,4.952233546462232,44.465906073524025,Alta
37.0,25.41772719000951,4.108696538683815,1.0589306782698678,4.512734449269055,46.66521846433073,Alta
,21.08065975224045,4.106121309842996,1.0514765184053745,5.489279864394629,42.0585432465234,Alta
,22.34362790220314,4.385566907093377,1.062171299211561,4.964952727317188,47.64130221220244,Baja
40.0,25.393722471738247,4.795702923304452,1.0347779469507414,5.060978511688023,50.30233252240589,Nuevo_5
41.0,26.47693315999082,4.237058760552328,,5.310086563387079,40.34048433689217,Alta
42.0,25.34273656237994,4.134980463253061,1.0492818685714898,4.964144241812296,44.82533754985264,Baja
43.0,24.76870343522352,4.122233456098773,1.0232779261552865,4.591230435912068,60.70496066381512,Baja
,24.397792608821423,4.237315430072314,1.0391404726642146,4.968489880850767,49.64618569432925,Baja
45.0,22.042956019265144,,1.0418640074564125,4.571909320243305,38.91129397909116,Media
46.0,23.560311583210584,4.236059567623816,1.0594820599482335,5.053990444558243,40.99767067620106,Baja
47.0,24.078722458080424,4.33524370089954,1.042931566536854,5.498468860400898,49.12952122686431,Alta
48.0,27.11424445243783,,1.0418192101269403,4.412510853863834,48.50333019287119,Alta
,25.68723657913692,4.337262580201434,1.058174857806562,4.233814499278954,45.0627859914956,Baja
,21.47391968927453,4.330124282804561,1.0338208935420996,5.024624967959837,58.96657478443988,Media
51.0,25.64816793878959,3.668430995326067,1.0292875593255644,4.616100191628047,61.09364410434327,Nuevo_1
52.0,24.229835439167367,4.391061047518621,1.0463840769993067,5.015872637205985,46.67808320075138,Alta
53.0,23.64615599938808,3.998695546301264,1.0355229323192163,5.16020176030485,52.36478432963369,Nuevo_3
54.0,26.223352577681737,3.871248251098813,1.0359032070534036,3.9281568855357305,52.615830856605015,Baja
55.0,27.0619990449919,3.868664451643501,1.0557343379168798,5.344924713829271,53.27936569738789,Baja
,26.8625602382324,4.330062483141759,1.0587597383791258,4.415165748522376,44.79957339113048,Media
57.0,23.321564953554724,4.133227521832544,1.0578886421585212,4.988826024717655,57.69724608610269,Baja
58.0,24.381575248297573,3.695409364804377,1.0610877666030725,4.670308832280785,47.65701401882795,Baja
59.0,25.662526862807127,4.343411344557685,1.062411343200148,4.724021492607853,50.10996040512556,Nuevo_2
60.0,26.95109025424472,3.768117560760352,1.0287140979117306,5.846978969808994,48.01021755114155,Media
,24.04165152430942,4.241946407555464,1.0545041195992948,5.15963376039783,47.30156913850621,Nuevo_3
62.0,24.628682046672367,4.271549677701916,1.0447039180043045,5.452344201476795,49.3920222996893,Nuevo_1
63.0,22.787330051987944,4.4656731245085135,1.0425257575400957,5.075470677101372,42.070572131032414,Baja
64.0,22.60758675183866,4.734505435940056,1.055604146322087,5.3100067873274766,38.14423490413175,Media
65.0,26.6250516447884,3.790597102229838,1.0326970452010424,5.208689181071726,46.93309761993137,Media
66.0,27.712480057141647,4.1842578431810855,1.032488913941277,5.127228072343413,43.59786181538365,Alta
67.0,24.85597975683933,15.960101757115845,1.0563357274408172,5.55357795458234,50.7375183899332,Baja
68.0,27.007065795784047,4.3301249057882885,1.054877860175109,5.078252726922135,50.168950793558245,Baja
69.0,25.723272050095268,4.2647006312800855,1.0513673265587151,6.142574286108853,48.06740009848351,Media
70.0,23.70976049078975,4.094236127179014,1.0412008659527687,5.4802657864062185,55.40787395277192,Alta
71.0,25.722791211016823,4.067729343416744,1.057438296345821,4.430229651130155,47.96886160568515,Baja
72.0,28.07607313293194,3.865064743444786,1.0568030289206047,4.911725145508509,40.70924578527052,Media
73.0,24.928347921780095,4.496358474721953,1.0508530451504745,5.198538799745334,46.881778791727925,Baja
74.0,28.12928731162801,4.337761254479859,1.0382267895873023,5.0222484178560185,53.85483883427505,Alta
75.0,19.76050979182051,,1.045747516542705,5.343436709486084,38.578726635197285,Alta
76.0,26.643805008750448,,1.0583783367752444,5.398508352416937,47.52981836475012,Alta
77.0,25.17409413647634,4.002949359391671,1.063271912228018,4.320206507100518,50.87731017279478,Baja
78.0,24.401985299068265,3.876505480011232,1.046734633966237,5.640538772358247,61.26121167263892,Media
79.0,25.183521553071003,4.307675275122198,1.0475032703219174,4.751591267256978,54.04128818463803,Media
80.0,21.02486217079821,3.8880620326415296,1.0483831089197495,4.702047747067621,48.66308191682243,Baja
81.0,24.560656224324976,4.754598920689965,1.0527489300891095,4.70043880364723,50.60379613173473,Media
82.0,25.71422514302349,3.807707225671968,1.0441893269993998,5.404288202995292,38.511523198575375,Baja
83.0,27.955788089483036,,1.0210581494242843,4.866466150926107,42.75138907047019,Alta
84.0,23.963459563452705,4.670056412164136,1.061927690016471,4.668224177831147,51.25477835555315,Baja
85.0,23.383012794213624,4.379726927779143,1.0679468894716255,4.788020421278231,48.80583698328159,Alta
86.0,23.996485912830927,4.252702113747534,1.043876001403943,4.102654170542062,49.443705932986965,Media
87.0,26.83080423540415,3.909454905911432,1.0393334663108122,4.578918118024257,48.1705732683868,Nuevo_3
88.0,25.65750221931937,3.785469243429689,1.0486289947760978,4.38020822567345,47.974545512092426,Alta
89.0,23.940479592465923,4.431015032675276,1.0481249611627124,4.865415334752054,48.51465324239398,Media
90.0,26.02653486622671,4.651844172232484,1.0599551857716296,5.332096635136796,42.71982407867597,Baja
91.0,25.19415509869608,4.068345002856549,1.0505463944164504,5.276937950466613,46.85536513827534,Baja
92.0,26.937289981065778,3.858281547715095,1.0420737716962882,5.628375248773292,41.77947684285579,Media
93.0,23.595893812245293,3.4625491708352945,1.0368159054944197,5.516987908648311,44.90201771630879,Media
94.0,24.344675706804463,3.905770546901239,1.058656341848197,4.735701642540811,53.979525046022665,Baja
,24.215783693735684,4.165902947250288,1.0559951124116425,5.009535700376857,47.096238447512185,Nuevo_5
96.0,22.072970103735763,4.67973697225102,1.0606055987809182,4.983721952889291,50.97919737640404,Alta
,25.59224055412915,4.4019401076698905,1.040318132492789,3.924473658639057,48.57647277056275,Alta
98.0,25.52211054435978,4.291525621412026,1.0683843689952834,4.391370231545128,46.07554166553363,Media
99.0,25.01022691328492,4.079964101609661,1.0325630549294276,4.916356661424444,42.95715646695788,Nuevo_5
100.0,24.530825733249703,4.025050284823213,1.0570960102140148,4.913551782429596,45.99972173795321,Alta
101.0,22.169258515899173,4.621694279252389,1.030904172328031,5.256162527102584,48.915892229902624,Nuevo_3
102.0,24.15870935446928,4.2602215622275175,1.0420966861830154,5.231820814767924,50.9007672206213,Nuevo_4
103.0,24.314570966946462,3.5692197924236937,1.0656102293044796,4.114653748950133,48.61168432278643,Alta
,23.39544546155676,3.997938105630827,1.05831364254476,5.259298367228765,51.24740158972856,Nuevo_5
105.0,24.67742857666798,3.942535190468512,1.0445377958451283,5.089293603226882,40.39914948720147,Nuevo_2
106.0,25.80810171362908,4.0361207972467605,1.044811629571783,5.3116865908223145,52.33331278791751,Baja
107.0,28.77237180242106,4.3688731980855255,1.0510062211083544,5.533432793820794,42.35871829649023,Alta
108.0,25.34915562566368,4.167766535461725,1.0551414099076073,4.928558513606014,52.91752308579011,Baja
109.0,25.51510078144553,4.176940377898902,1.062515793826827,5.62279411849004,50.51202921706422,Media
110.0,24.851108168467665,4.594041948397571,1.045437659953915,4.555299773053477,38.64905218927517,Baja
111.0,21.16245756940192,3.9910616730639936,1.033882149365128,4.52713093981389,51.68481412092465,Alta
,24.946972249101567,4.759259857766205,1.0515696862704875,5.214386095067771,52.97548669916456,Nuevo_5
113.0,25.12046041988205,,1.045425691624916,4.81561622734741,54.28939230172953,Alta
114.0,29.92648422497057,4.226759458983771,,5.1308162823094845,44.15700857946989,Media
115.0,24.615278070437757,4.11563892137917,1.052976689153128,5.996491059922246,48.89705421035263,Baja
116.0,25.603094684667223,4.237025740050289,,5.196747536751988,51.472246915243545,Nuevo_2
117.0,24.930576460589517,4.333377598521939,1.053065122064698,5.10608476943206,51.6816343370604,Media
118.0,22.662643924760932,4.330150572026663,1.0410555579981282,4.565389810674076,50.04760380931484,Nuevo_3
119.0,27.285645629030043,3.974064800813826,1.054867105303255,4.150010096687827,45.86681878271689,Baja
120.0,26.503866065373547,14.97556203109393,1.0368290180324502,4.963726692363244,52.93971877054574,Alta
121.0,26.58206389408609,4.950951537271713,1.0417226861030342,5.533435123304098,52.96909983407258,Nuevo_5
122.0,23.18122509041052,4.054804698119835,1.0475708576891272,4.838530996469663,47.228608469516985,Alta
,27.8055886218722,4.409763731601596,1.067418184149597,5.2007312496026845,44.08222597979469,Nuevo_1
124.0,22.19629787441544,3.717707606843041,1.057848253685485,5.713248636359292,44.36048330400928,Alta
125.0,26.17371418760054,4.116116184028598,1.060771925042678,5.70075815661518,54.82408857666106,Media
126.0,29.38091125161996,4.161840184805268,1.0641707703334315,5.214407943800891,52.75339192459213,Alta
127.0,23.01892734973862,4.34184452097835,1.0860283213581088,5.085053239328672,47.899801086399854,Media
128.0,23.867404540794457,3.3832637577024185,1.0504158906755845,4.240683475498463,47.00413396239502,Baja
129.0,25.199302730175283,4.2498421839235,1.0642040092312983,4.68490267791153,39.15906619572161,Media
130.0,23.9930486917676,3.855077563389632,1.0601263525440194,4.859622095990964,47.57799447810954,Media
,21.898673137867736,4.2973037133584775,,4.573834194282924,42.04442422722913,Nuevo_2
132.0,25.137125949612056,3.889101240948552,1.0677423961804018,5.124226631476383,48.79499738245879,Media
133.0,22.87539257254779,3.943355191222326,1.0458068696901552,5.95582409174305,53.9262362338072,Alta
134.0,25.94718486127036,,1.0450131497606363,5.758880796330808,43.097742235137794,Baja
135.0,23.161151531532397,3.8843011591190417,1.0531976551348186,5.121939930915604,49.19293380194017,Media
136.0,28.09986881003508,4.057339665979394,1.0481730022807811,5.389717036012415,52.98889881004963,Media
137.0,23.43349341532753,3.8419872694370056,1.053185008529982,4.635697842321941,49.101476976361255,Alta
138.0,24.35587696758865,3.650048864490382,1.06562748785053,5.732044675334401,45.38008519074872,Media
139.0,26.62703443473934,4.505387115728808,1.0452185327729373,4.219016702027409,48.05193202636057,Media
140.0,22.53827136713209,3.811185392152822,1.0469532103740626,5.456414080543081,52.786243561139386,Nuevo_4
141.0,25.454919869208258,4.146395733717605,1.051743110035266,5.247794855099888,49.31288929948721,Alta
142.0,27.61428550856485,4.425867324448135,1.0477168157397485,4.622070306622788,47.98314708719828,Media
143.0,21.785033530877545,4.015516769245187,,4.895606621631031,53.78071563105813,Nuevo_1
144.0,25.36926771706461,3.9524502300763382,1.0441987235730106,4.43287364842197,50.57458934975212,Nuevo_4
145.0,25.51976558849685,4.267871426600227,1.0568737324223751,4.454179976098884,41.98548785525027,Alta
,26.56364574355462,4.535380146818146,1.0643754675093264,4.204472999688035,51.15706330990997,Media
147.0,22.52609857824384,3.84920542047406,1.0384538143246227,5.383756951100356,52.74779377391133,Media
148.0,22.359086773831446,4.154955650394768,1.0384071760076916,5.602672484713341,41.81341806456256,Baja
149.0,26.043883131233795,3.680251621509802,1.0503023380271734,3.919096068093287,36.65630252066689,Baja
,25.593969346466373,4.082039698895343,1.0292440493512216,5.919152758075753,42.790336656108245,Baja
151.0,25.500985700691757,4.210261405361423,1.0455502979701288,4.99399588168158,47.48750156158193,Alta
152.0,25.69289641899395,3.94361260747348,1.032639579404486,5.144926602438419,53.04894172523967,Media
153.0,23.63995055684302,4.062902449852431,1.0636906129984247,4.2637935822074615,43.54523982908436,Baja
154.0,25.464507394322005,3.777531969507765,1.042306688456496,5.660412875082432,50.775601333272334,Nuevo_1
155.0,25.58614494659736,4.2231235834144485,1.0665283418633904,5.100125046583417,33.53809432609094,Nuevo_4
156.0,23.571297163947264,4.516708274664945,1.0611352135345835,5.56941311988565,48.9015336018004,Media
157.0,28.731549022289517,3.870856839068861,1.043536827023026,5.610429160323871,45.96629773057285,Baja
158.0,25.94766584182357,15.557325571140192,1.0392804036315393,5.667437211360635,58.49299390819699,Nuevo_1
159.0,22.617393005594703,4.350763873936255,,4.675859612073898,38.53956856383672,Media
160.0,26.31310721726766,4.563627215796821,1.048953533757418,4.896018996053398,47.92749258597885,Nuevo_5
161.0,23.05063665954536,3.7520430563373206,1.053461469439524,4.694148962635243,38.50889324187794,Baja
162.0,26.574169207484903,4.149364578775216,1.0422345671046982,5.447548231370641,45.25146133418775,Baja
163.0,27.317191158014808,4.284939246695858,1.057463948735222,5.16644461468187,39.4942251719802,Media
164.0,23.358635363296575,4.169383082811346,1.052653280549999,5.534572432006619,59.50394370045414,Media
165.0,26.926752258488644,,,5.556369401528616,46.22226065969506,Media
166.0,25.825561853873,4.350327002792632,1.0428795934458197,4.136370254530546,46.94485253344991,Nuevo_5
167.0,26.64412031998898,4.655800905327194,1.0481511501690133,5.675385065276936,47.78633137447349,Alta
168.0,28.79358596530789,4.234998525350851,1.0418309874817244,5.475430478882859,42.33861603606208,Alta
169.0,24.50922376799426,3.890668184011721,1.0505843869488358,4.815387558407251,53.27619366830388,Baja
170.0,23.49252767128502,4.046061826090715,1.0508543868521991,5.174896383264814,51.20097072743171,Nuevo_1
171.0,23.220971140748954,4.730973920296679,1.0526170728347637,4.938165214208648,52.5896918133589,Alta
172.0,23.368379430069123,4.472988762258168,1.0676624240967183,5.308027839315588,41.91019058981855,Baja
173.0,24.845796581171797,4.392007985515299,1.0486755528030045,4.814301809647562,53.67657607622026,Alta
174.0,25.682303949633287,4.306923775060313,1.0600459786712448,5.239463620584554,53.09920639663154,Baja
175.0,25.55338159866004,,1.052295873969757,5.033652652329676,46.83803482504592,Media
176.0,26.654366498072047,4.13982864580327,1.0476175569810156,4.783903048252348,52.475105377717824,Baja
177.0,25.02600378375581,4.176623179296445,1.0488084073004875,5.095068122451029,49.36335811647144,Alta
178.0,27.907068154314636,4.3648722948193335,1.0494117359083197,6.353234786744379,40.03000233929512,Alta
179.0,24.47068633352409,,1.0527976770772822,4.657231685087159,47.0859704904398,Nuevo_4
180.0,30.44033833317924,4.535501441037939,1.0404067923478104,4.875028204369215,45.592449811101766,Media
181.0,26.25133469553001,3.774184693261188,1.0353465961655504,4.665943800183484,48.427096440239474,Alta
182.0,23.285684887167434,4.267198490670315,1.0565429739347427,4.718391807236208,53.10563143866654,Alta
183.0,22.85821500387777,4.42102900355037,1.0589812383258126,5.407887176692679,39.79329332234728,Baja
184.0,25.96494483048637,4.385658099043391,1.057456358328028,5.357941229818034,45.78211045979781,Baja
185.0,24.5530744293483,4.011229870983774,1.0515497201855648,4.997068248339345,43.8908128351933,Nuevo_3
186.0,26.428000988184184,5.0742327647305085,1.057672246274533,5.513148292634556,44.10554347344647,Alta
187.0,25.94647524914709,3.816874631300665,1.0571342902601717,5.396721647747155,43.88445475583216,Media
188.0,24.854342174686256,3.875043466000185,1.0578762935895496,4.918832906986893,48.340851777402186,Baja
189.0,23.30641256386319,4.270078524378473,1.0414045917865788,4.233067629102897,50.61587726418669,Alta
190.0,21.97030555062827,4.835040916489156,1.0390304820284535,5.414891503974501,49.74162479444762,Media
191.0,24.10697009586596,3.949141544788749,1.0461143075324773,5.084832310500987,48.92834103779578,Nuevo_4
192.0,26.712797588646943,,1.0498261589045734,5.011111731850296,51.108722439128215,Alta
193.0,25.42818748826041,4.523188101904708,1.0475807887286772,4.766975989995142,59.90163066755194,Alta
194.0,22.508522442576023,4.19464135353368,1.0312330966866212,5.372324474558158,48.67945707156944,Nuevo_5
195.0,25.346361851702365,4.099618843640911,1.0672169261213516,5.17424812621425,53.10569201406637,Media
196.0,25.770634759457675,4.369689870566016,1.0472595401111426,4.881585978598852,52.820917172855935,Media
197.0,23.23228512759773,4.281755397068878,1.0517270441657696,4.387272726390544,56.88897081515309,Baja
198.0,25.30745021189105,4.509131635691038,1.0624454899076303,5.533964550940038,50.80259432475036,Alta
199.0,25.116417436892,4.587440666719609,1.026550277304788,5.302452611577938,43.77841909513033,Nuevo_2
200.0,22.714059404338755,4.2921009180016085,1.0448830612808828,5.127701449972798,49.52440960510939,Media
201.0,25.71557472069657,4.287519817613493,1.046128827264202,3.671613002443001,49.25569371708774,Alta
202.0,26.12156905273647,4.26423329468584,1.0466368995454935,4.98105287144197,52.07591304393888,Baja
203.0,27.166102486350557,4.346739166994786,1.0482651340928606,4.879398148262168,43.633016652502896,Baja
204.0,27.107604104069807,4.21655119136144,1.0644713479844483,4.690752157472829,54.33160536979809,Media
205.0,22.244661264085817,4.199817455303314,1.0567345887572723,5.377117639282142,48.0261857457006,Nuevo_5
206.0,23.12434992016976,4.558988136248173,1.0595803526862884,5.357430017083638,52.19689626965866,Alta
207.0,26.03007053441732,4.654834854106513,1.0504712027181091,5.218412358596194,49.548365790368166,Media
208.0,26.027571901824416,3.747734116609974,1.036006269538545,5.518945457383872,48.612953891600014,Nuevo_3
209.0,26.03009537261209,4.203006345522171,1.02920302964854,4.488850742983079,49.16928205241885,Alta
210.0,32.705462981309445,3.99339166996643,1.0347059227676838,4.773172971615347,51.35996005690612,Alta
211.0,26.141781021386333,4.106708560054178,,5.037396131592903,57.79327397035709,Media
212.0,27.2711312803612,,1.0503176971269763,4.688998990386042,37.91311307585523,Alta
213.0,26.90800352698641,4.400831511462741,1.04789836352444,5.363584610851771,50.70001474462028,Nuevo_4
214.0,26.3027825026116,4.166362066916597,1.0463142309325988,4.738899575934153,48.219838980003736,Media
215.0,24.369461510719308,3.62599789958316,1.0701172157544274,5.649185002223377,47.114467163976975,Alta
216.0,26.517938440986534,3.9104863258271454,1.0417709640902353,4.534420299124905,36.18360888436233,Media
217.0,23.45434957092485,4.46894990106005,1.059278194561161,6.065991824750308,50.901038406275084,Alta
218.0,24.526362786519982,3.3778720733895207,1.05001912936021,6.014648677801212,47.37514681559343,Baja
219.0,24.02927290434179,4.5562281455046,1.04939060488214,4.952623426842328,43.82785766161813,Media
220.0,25.163748278772644,4.356368997193362,1.0617663754861677,5.573085225462874,48.21239986358743,Alta
221.0,29.629317133347016,4.594852824459007,1.0646253038269144,4.799785969745696,46.5360488446756,Alta
222.0,21.265469614816503,4.140429243935712,1.0476045054311516,5.5066432491156725,39.288034164909206,Media
223.0,26.372520380749027,3.5815783727931287,1.0579920271924217,4.912010834271615,48.44092359579063,Alta
224.0,21.774568257620697,4.329108792451949,,4.357280050745758,50.90036764850007,Nuevo_1
225.0,24.05613626842113,4.582395937211502,1.0500743713880991,3.2335909061605506,45.25383292659637,Media
226.0,27.177901193934733,4.477416541654026,1.0520425494265704,4.865643276964695,49.308564163425615,Alta
227.0,25.12856003819093,4.001192554953589,1.0431199118515515,5.139531254342646,48.54055987280082,Media
228.0,22.844510444141388,4.226028322638794,1.0469390060666892,5.665158213018108,53.227461112853874,Media
229.0,23.569392581480063,4.040149119366023,1.0441936472024729,42.29901349531456,47.48153803165663,Alta
230.0,26.35919549786935,3.954220060743189,1.0590137671642892,5.501455067358794,52.00545919580115,Alta
231.0,23.539266736565725,4.486616571353956,1.0490479888445894,4.773029226389236,46.43323622090571,Baja
232.0,25.43291717916395,3.840740306620452,1.0370228597538496,4.831360515234278,57.836609807475945,Nuevo_4
233.0,25.091143679807622,3.931855070825516,1.0427656277683692,5.527017841264293,45.81579200680056,Alta
234.0,23.696799304788367,3.868792309958285,,3.767662757665364,44.57500437833849,Alta
235.0,29.28788817865065,3.752925743010286,1.0450550739811786,5.006491914451458,47.49753940278031,Baja
236.0,26.267838044636022,4.243924287552781,1.0503764506509716,4.800019325222068,44.35990547244714,Alta
237.0,20.949714826684787,4.548450914544593,1.0486386415113302,5.680305602426143,41.756717830530825,Media
238.0,25.372908629538856,4.144536973126421,1.069801543515314,4.73587685251009,51.63801177128937,Alta
239.0,23.676427070463223,3.7482756598307514,1.0557490604091504,5.258292484785047,32.68675643157651,Media
240.0,26.704866669592448,4.451983361922609,1.0553045185308916,5.460758484667347,44.41233322000303,Baja
241.0,23.4149585231346,4.705710526210492,1.0335673096542972,4.253702002934795,41.29118042724124,Alta
242.0,24.7705271170662,4.006127302756022,1.0463535794588288,4.930314845863049,48.71084700096931,Baja
243.0,26.009974557960916,4.0564337199846845,1.045133371926763,4.784181782957031,37.05442165134399,Media
244.0,26.731510388340244,4.354698189025019,1.04213918801192,5.473146623414797,50.73925422472461,Nuevo_3
245.0,22.59940718588845,4.686562124335516,1.0420011933448663,5.337540920406097,51.28044963413761,Nuevo_1
246.0,24.330997528318104,4.0440497562824325,1.031918770460584,4.883398984970409,39.83690977382463,Alta
247.0,24.050109377678087,3.800265065700539,1.0372414679531867,4.476295974791974,48.95301351416459,Alta
248.0,23.69334153485257,4.3894255818817225,1.0587409340276497,5.519073348010045,50.580296419100975,Alta
249.0,28.530908480562196,4.43972042194269,1.048570853080068,4.966173611700609,52.70150187208094,Alta
250.0,25.80996342192191,,1.0449359758172567,4.190811717166269,40.65535331691769,Nuevo_4
251.0,22.47823209132991,4.032560022102765,,4.233809800515038,39.952026787483774,Baja
,26.835723894109552,4.498313619297614,1.0616739067870116,5.218816715036488,55.51324610835046,Baja
253.0,29.244312394025265,4.358410801364389,1.0500421052087578,4.362096903617241,43.89055147340191,Media
254.0,27.06493052110229,3.969469344928952,1.0554037413093105,5.929823746801807,45.36297912495723,Media
