ID_Chip,Frecuencia_GHz,Consumo_W,Temperatura_Operación_C,Cantidad_Transistores_M,Tasa_Errores_%,Categoría_Chip
1,2.003139513156951,102.5724892776373,65.4232270350828,10307,0.05447982932722806,Alto rendimiento
2,1.7277645520475298,93.11166792410417,51.19079606801176,1497,0.054537538206194065,Estándar
3,4.740432229109215,59.62933980527981,33.20623138226305,2267,0.03313419276568513,Estándar
4,3.015589080471796,115.78840612546658,43.98128538926519,4726,0.11073396333027388,Alto rendimiento
5,4.006600127918561,31.699909965415703,71.80103885355479,8752,0.015223092371209827,Estándar
6,2.3001709537071537,131.11873887017384,62.161010454279186,19852,0.018143185167022943,Estándar
7,2.981292090437009,95.6360800325329,56.13992529822023,2876,0.028227265841352798,Estándar
8,1.9394566963049338,104.4770324010033,70.4461289703258,12499,0.07763131861502448,Alto rendimiento
9,3.2339819093239015,104.80887878520237,83.47584389188128,7788,0.03838622371270026,Estándar
10,4.724816863010752,73.27951296602448,51.84538952356462,14947,0.0889944429001373,Estándar
11,3.778020188921078,85.09556600960683,50.144656266355106,3010,0.01900026474779155,Estándar
12,2.221189377134843,104.96017701846209,60.99787578647942,19381,0.07039959280990908,Bajo rendimiento
13,3.1942493098185474,95.14059421182705,65.66052212895788,11624,0.061763621380044334,Estándar
14,2.06500034910062,96.21035425622665,78.92811720355918,19400,0.06307084014859027,Estándar
15,4.226253891259443,43.88800503737913,57.86190331648354,15752,0.04672341617021329,Bajo rendimiento
16,4.938675265499191,108.34910914333038,53.652680001490516,2350,0.056022375309051284,Estándar
17,4.395842592630934,95.57591152866561,41.932695760357916,3156,0.0268939599639201,Estándar
18,4.227478206687129,96.44321828868793,72.5414928438738,17009,0.030424894614376304,Estándar
19,2.552866071844112,36.3169160781255,63.95955966707862,19050,0.03499091754839804,Bajo rendimiento
20,4.205313329478427,65.07082364807312,53.90758702793025,1926,0.06720472968990174,Estándar
21,4.118639865281211,99.71630531327014,76.96947599861429,2536,0.06980093450791454,Estándar
22,3.8246050717008835,23.071801423717034,53.26330514686967,12110,0.030040123369113325,Estándar
23,4.741325208179418,49.33675653739685,59.956932451306436,7561,0.004031795364492226,Alto rendimiento
24,3.7163255284224403,93.85901705857506,63.27669152366245,4014,0.05123948272642516,Estándar
25,3.1185752932229747,124.92800416902413,43.22495655418179,18106,0.04197129677891442,Estándar
26,1.7708994971258738,94.6710009962779,82.02707779556457,873,0.07510491605470336,Estándar
27,3.323876558838139,36.83006737673762,70.60452251399877,13933,0.03471542107704246,Estándar
28,3.1786980766484154,106.21005358758411,65.57833711788709,754,0.05564075053391342,Estándar
29,1.7196696524697423,80.18388504531828,61.52184609028902,2041,0.04962124181455162,Estándar
30,1.6570318625794829,20.634872847340965,56.57813094200962,5465,0.07711024218564352,Estándar
31,3.235891391618282,21.050227535700785,67.59625407785501,5525,0.045707258014516826,Estándar
32,4.733640912632234,61.202938616302504,52.425377316973815,18474,0.010669635534387649,Estándar
33,2.2438747507418606,74.49378181396308,47.21864940404775,9693,0.03006113473448459,Estándar
34,3.452546557304007,72.7993208576109,64.18913629497722,13815,0.04256572136044133,Bajo rendimiento
35,1.8642479246858528,35.96671745384905,39.4116047127521,7597,0.0550747249034331,Estándar
36,4.736638796051924,136.0870354274819,51.31237591737774,3921,0.08534824476204089,Estándar
37,4.3400797222576,126.82850215869188,56.66101681186274,16957,0.07148578920474363,Bajo rendimiento
38,3.0206866120249822,12.795881909008644,58.98792030558363,12353,0.03735157955598903,Alto rendimiento
39,2.9839205834548115,23.298185619980856,62.74966466811672,8180,0.031656823126309235,Estándar
40,3.0548349887956094,51.474545247596716,49.959374472623246,6822,0.04779625242652895,Bajo rendimiento
41,4.841966057202445,112.30670693922184,80.18392117592458,19364,0.05182647899065986,Estándar
42,3.5407610127451106,100.26821685036951,56.21641363163522,16846,0.04743121418146804,Estándar
43,4.350364410241401,94.90196163092355,53.9546564908859,16402,0.058928789518979945,Estándar
44,1.8050286755131235,13.46766106021051,65.88784874000555,14102,0.019135002326063494,Alto rendimiento
45,4.334397277454038,60.500015517296646,64.06359561247251,7634,0.040805691261544555,Estándar
46,3.3146350331508327,125.3447748693643,42.048789942485556,13336,0.09782106473938745,Estándar
47,4.553669316541022,10.270749382584114,59.301364958056084,18509,0.02402141952985847,Estándar
48,4.900557705122721,143.93993681487493,59.80665891145598,6311,0.06968369140506853,Estándar
49,4.0462794652399925,42.69285863924643,59.73074755017285,3232,0.03634548356395912,Alto rendimiento
50,2.550368586645937,63.42629928375384,51.575190528553904,10009,0.06099422425945963,Estándar
51,3.442996938213434,16.03072064334622,53.46410324133068,3907,0.04598298653970171,Alto rendimiento
52,2.795283720708838,83.26471005921051,74.66790093580903,9122,0.07103904516172466,Estándar
53,2.9108083913334784,52.43123834728129,45.36697398534293,11940,0.04210212352410347,Estándar
54,3.9649539193124883,99.78685207445447,57.15252603332497,17373,0.06182838405068214,Estándar
55,2.6641446906089183,73.47470740356704,48.54282008812824,13007,0.03206759035982904,Alto rendimiento
56,3.1323197015580893,50.54675328760642,64.44469859519695,13668,0.07058949043571687,Estándar
57,4.947747023797469,34.416682027154266,63.64417651556616,14530,0.08543143387391552,Estándar
58,1.6813723949581405,132.9083956458736,54.90733553097108,11507,0.0689138691052049,Estándar
59,2.765991397180561,111.75102421378219,49.4320405734191,1891,0.07042159824398224,Alto rendimiento
60,3.7325891683680474,28.462111696658962,51.81757429452484,7340,0.07665146620304919,Alto rendimiento
61,4.035841402616343,55.38122336229609,45.1482766403135,6983,0.03081118687892106,Bajo rendimiento
62,2.628135037752826,70.0602011908693,53.07018012653457,16167,0.04686462245213864,Estándar
63,1.5642966486977397,115.17853327940378,72.08468949132221,4966,0.0554315383282263,Alto rendimiento
64,1.8233989630129592,66.4453597098215,66.9396797654431,8484,0.03377190799576202,Bajo rendimiento
65,4.345710963373845,35.19566571170824,59.81717571118501,4688,0.054367437989467846,Estándar
66,3.2241386190865375,52.30374278721796,69.01475333680719,4011,0.0356354593525339,Estándar
67,1.996585696136337,14.407534199081272,70.93361783776801,7109,0.040615581534205185,Estándar
68,2.294504591697538,134.05185863258765,64.06021286649087,3756,0.034426538362057564,Estándar
69,3.011806080325031,82.66091312691005,60.61675982938677,19877,0.03899856348338208,Bajo rendimiento
70,2.849762963705908,95.95244047005293,34.92676689509635,15328,0.050507699480717844,Estándar
71,2.842385164774801,55.680854059766446,58.83515881582892,17155,0.0238512547512939,Estándar
72,2.5666950780323314,62.19980655410182,43.50990958254136,19976,0.07596754469284646,Estándar
73,2.703935249510245,123.2427392701681,67.34875312653176,15934,0.04344738999562211,Estándar
74,3.915174996133742,64.06429472116591,73.7478146634161,12184,0.02725417535044138,Bajo rendimiento
75,3.7981830905970315,26.320147974579577,58.550339275801036,15429,0.07177584711146126,Estándar
76,2.9582053118374563,99.79044074947045,45.302409617249154,18338,0.032291812589022834,Bajo rendimiento
77,2.4314642416172187,144.1016601585196,53.12220003454526,1214,0.06016694933779165,Estándar
78,2.7075917534467675,25.672730809840587,51.509855580542585,13929,0.023879183950668362,Bajo rendimiento
79,4.15053287336087,10.030524095161466,42.87878793823462,9608,0.07605462680353753,Alto rendimiento
80,3.5568416476093074,89.65332308025441,54.86106821870091,17974,0.06454818686970007,Bajo rendimiento
81,3.6946390585092077,59.33103225997527,62.74595930729983,4870,0.01765247109592391,Estándar
82,3.4819264264613174,106.5327827061437,55.60965224021656,14944,0.04287343856871156,Alto rendimiento
83,4.194382418427411,62.980729403906345,65.84957902342084,6276,0.06675375679306121,Estándar
84,3.8040418397945723,82.50947761185803,54.47853460522819,1145,0.04824268565379876,Estándar
85,2.443176854530371,117.06418888187468,57.25530189730277,4083,0.0720578575149159,Bajo rendimiento
86,3.4772018919874053,83.381327457648,64.60506977399957,6932,0.031085460012881143,Estándar
87,1.952022910273316,50.656763194289844,56.64323179177007,2360,0.037028070142222376,Estándar
88,4.359105273856173,31.431202956295856,60.11568063126601,9491,0.047336684159875284,Estándar
89,2.880025837277326,133.20324849240976,59.311069565825015,19689,0.08521663364996751,Estándar
90,4.107471057867441,31.558324980482585,68.6340055570292,7313,0.06313958716768145,Bajo rendimiento
91,2.5178615233092017,67.1341956150604,65.78652903934857,10515,0.02991587352690402,Estándar
92,3.108743246702752,53.86748899984651,55.03693420120081,4512,0.05378430249019953,Alto rendimiento
93,3.846797531427756,130.24739968168598,46.13330470256837,7394,0.07961954636634781,Alto rendimiento
94,1.7561769279220298,31.36148523941221,60.44471646343834,6817,0.06176449595535987,Bajo rendimiento
95,4.552603411809841,47.35399771813091,62.35525436615008,9069,0.044319141405010316,Bajo rendimiento
96,1.9476204025455088,14.198797688213546,51.10262170716194,17424,0.08368989299874907,Estándar
97,4.660105758035258,110.84048686739179,57.41919520409397,11287,0.0818025515673787,Estándar
98,3.1171327463991054,113.98675102404613,45.57181922007396,6043,0.035296618261241565,Bajo rendimiento
99,3.55625329414345,12.672230688163644,65.75888868200828,7881,0.06558119854382108,Alto rendimiento
100,3.2056730241825067,85.82356988321894,63.82068911535404,13224,0.06740710281917228,Estándar
101,2.0380683384990124,26.149149971532374,55.737292620011445,8275,0.06621740600677235,Estándar
102,4.445575689678159,21.455588434919587,77.58604655461139,6211,0.01943263858481455,Bajo rendimiento
103,3.7309354093577944,138.87871601996875,75.19781667185845,18309,0.0614619624327903,Bajo rendimiento
104,2.718477200290236,65.93884710942805,63.321155501421494,1324,0.05389511584398339,Bajo rendimiento
105,3.0921392112095383,53.400752163562316,57.40342582312954,11042,0.0748695658994496,Estándar
106,2.2649613315844697,132.4438695184357,69.79077990033281,19774,0.04377041944458449,Estándar
107,2.146767387204374,61.76452402354886,60.84905976772366,7812,0.06388232743300191,Estándar
108,1.549712431202872,108.03951043002738,64.50598532322948,1125,0.03105241436711038,Estándar
109,4.88660931992127,48.70410630532508,59.397176601677884,16335,0.07845554006145682,Estándar
110,4.693438489463405,43.523534823741656,58.09819637935404,17437,0.05380308290963026,Estándar
111,2.5962695762898074,97.11606283079466,54.28438707417014,3073,0.04948897286425241,Estándar
112,3.888452838351921,42.54626105184681,54.745884624502175,8841,0.07916722129328074,Estándar
113,2.4167879695095156,89.20701657050341,52.86958637336332,7941,0.0465029083508583,Alto rendimiento
114,2.3025178505364523,14.344273014083825,64.52356960007326,5990,0.03164342315673839,Alto rendimiento
115,3.400304875020829,127.18488547977826,55.30742450899152,8776,0.08223621433489939,Estándar
116,2.5202572565508845,70.05388041667732,65.9555177165698,5307,0.08196368962068595,Alto rendimiento
117,3.284712385052013,100.04187478489493,80.7154196314675,2969,0.019658109857196248,Estándar
118,2.1394966319507107,37.80044320104895,64.32531268700343,17037,0.05137079692741679,Estándar
119,2.7298890084432026,141.00044823984362,58.837017265303174,9560,0.05271683894099965,Estándar
120,3.2491168882574684,63.9836232471279,72.56040289495365,15092,0.049389973869790944,Estándar
121,4.055860452085044,128.2743010329499,65.63633274361962,5209,0.08325403629710874,Bajo rendimiento
122,4.891419603074549,90.87474904930727,66.10460502270915,5268,0.07170808557912449,Bajo rendimiento
123,2.998489772799817,134.62831797208617,80.74104347714638,11893,0.013717636699346482,Estándar
124,3.2954211728799288,78.54185370011699,46.850940371009536,2182,0.038251439363947544,Estándar
125,1.9051637368163747,70.63315163526661,60.58102215531543,14459,0.0563967591803442,Estándar
126,4.162194215525543,109.06396803778337,56.95311061696416,14907,0.054525506942434535,Estándar
127,2.268004622135968,50.52207830579654,53.44391622620897,15506,0.060945007043755606,Alto rendimiento
128,2.001085861986037,84.15214664147717,72.87952901494607,19820,0.014951134964856054,Bajo rendimiento
129,3.3841423336237213,79.45305992830251,58.798285212764846,10176,0.07680250579333407,Bajo rendimiento
130,4.098905691535399,42.28758114475821,50.796034317178474,2634,0.07278527919350153,Estándar
131,2.3032057183739605,138.95392191639783,60.977073520029506,18604,0.06814247055459689,Alto rendimiento
132,1.7840824766121606,27.644830649174445,59.07370891733048,5039,0.08203793396407184,Estándar
